=====linear_4()=====
ep 1 - rl : 231.2697296142578 ;racc : 0.4375 ;l: 1.7556703090667725 ; acc : 0.21875 ; vl : 218.15481567382812 ; vacc : 0.28125
ep 18 - rl : 30.348098754882812 ;racc : 0.46875 ;l: 22.025941848754883 ; acc : 0.5 ; vl : 32.54571533203125 ; vacc : 0.40625
ep 19 - rl : 61.09064483642578 ;racc : 0.4375 ;l: 30.348098754882812 ; acc : 0.46875 ; vl : 114.84503936767578 ; vacc : 0.28125
ep 20 - rl : 66.96556091308594 ;racc : 0.21875 ;l: 61.090641021728516 ; acc : 0.4375 ; vl : 85.83820343017578 ; vacc : 0.28125
ep 21 - rl : 42.15170669555664 ;racc : 0.5625 ;l: 66.96556091308594 ; acc : 0.21875 ; vl : 79.87704467773438 ; vacc : 0.09375
ep 22 - rl : 48.400421142578125 ;racc : 0.6875 ;l: 42.151710510253906 ; acc : 0.5625 ; vl : 67.68257141113281 ; vacc : 0.21875
ep 23 - rl : 10.758416175842285 ;racc : 0.78125 ;l: 48.40041732788086 ; acc : 0.6875 ; vl : 27.66315269470215 ; vacc : 0.1875
ep 24 - rl : 8.527634620666504 ;racc : 0.625 ;l: 10.758416175842285 ; acc : 0.78125 ; vl : 35.666748046875 ; vacc : 0.28125
ep 25 - rl : 21.660240173339844 ;racc : 0.65625 ;l: 8.527634620666504 ; acc : 0.625 ; vl : 50.21953582763672 ; vacc : 0.25
ep 26 - rl : 30.474271774291992 ;racc : 0.53125 ;l: 21.660240173339844 ; acc : 0.65625 ; vl : 85.70587158203125 ; vacc : 0.28125
ep 27 - rl : 50.80940246582031 ;racc : 0.40625 ;l: 30.474271774291992 ; acc : 0.53125 ; vl : 62.311485290527344 ; vacc : 0.25
ep 28 - rl : 28.882125854492188 ;racc : 0.5625 ;l: 50.80940628051758 ; acc : 0.40625 ; vl : 49.26255798339844 ; vacc : 0.28125
ep 29 - rl : 42.20958709716797 ;racc : 0.5625 ;l: 28.882125854492188 ; acc : 0.5625 ; vl : 94.86163330078125 ; vacc : 0.28125
ep 30 - rl : 39.8600959777832 ;racc : 0.28125 ;l: 42.20958709716797 ; acc : 0.5625 ; vl : 60.27086639404297 ; vacc : 0.28125
ep 31 - rl : 39.287933349609375 ;racc : 0.78125 ;l: 39.86009979248047 ; acc : 0.28125 ; vl : 78.51266479492188 ; vacc : 0.21875
ep 32 - rl : 18.461198806762695 ;racc : 0.6875 ;l: 39.28793716430664 ; acc : 0.78125 ; vl : 53.62819290161133 ; vacc : 0.09375
ep 33 - rl : 17.257383346557617 ;racc : 0.75 ;l: 18.461198806762695 ; acc : 0.6875 ; vl : 36.0646858215332 ; vacc : 0.125
ep 34 - rl : 11.755948066711426 ;racc : 0.6875 ;l: 17.257383346557617 ; acc : 0.75 ; vl : 47.06556701660156 ; vacc : 0.1875
ep 35 - rl : 36.304847717285156 ;racc : 0.40625 ;l: 11.75594711303711 ; acc : 0.6875 ; vl : 55.4818115234375 ; vacc : 0.375
ep 36 - rl : 50.733028411865234 ;racc : 0.59375 ;l: 36.304847717285156 ; acc : 0.40625 ; vl : 124.2200927734375 ; vacc : 0.28125
ep 37 - rl : 57.44520568847656 ;racc : 0.3125 ;l: 50.733028411865234 ; acc : 0.59375 ; vl : 93.48468017578125 ; vacc : 0.1875
ep 38 - rl : 38.40544128417969 ;racc : 0.46875 ;l: 57.4452018737793 ; acc : 0.3125 ; vl : 80.59085083007812 ; vacc : 0.28125
ep 39 - rl : 73.26066589355469 ;racc : 0.46875 ;l: 38.40544128417969 ; acc : 0.46875 ; vl : 73.76394653320312 ; vacc : 0.40625
ep 40 - rl : 25.00079345703125 ;racc : 0.65625 ;l: 73.26066589355469 ; acc : 0.46875 ; vl : 76.22382354736328 ; vacc : 0.21875
ep 41 - rl : 1.6512171030044556 ;racc : 0.875 ;l: 25.00079345703125 ; acc : 0.65625 ; vl : 23.59990882873535 ; vacc : 0.1875
ep 42 - rl : 3.3890562057495117 ;racc : 0.8125 ;l: 1.6512172222137451 ; acc : 0.875 ; vl : 47.88355255126953 ; vacc : 0.21875
ep 43 - rl : 5.680362701416016 ;racc : 0.6875 ;l: 3.3890562057495117 ; acc : 0.8125 ; vl : 27.38482093811035 ; vacc : 0.3125
ep 44 - rl : 35.01600646972656 ;racc : 0.46875 ;l: 5.680362701416016 ; acc : 0.6875 ; vl : 104.12236022949219 ; vacc : 0.28125
ep 45 - rl : 42.85381317138672 ;racc : 0.5625 ;l: 35.0160026550293 ; acc : 0.46875 ; vl : 56.24694061279297 ; vacc : 0.34375
ep 46 - rl : 10.495641708374023 ;racc : 0.65625 ;l: 42.85381317138672 ; acc : 0.5625 ; vl : 71.0410385131836 ; vacc : 0.28125
ep 47 - rl : 21.754776000976562 ;racc : 0.5625 ;l: 10.495641708374023 ; acc : 0.65625 ; vl : 42.58607864379883 ; vacc : 0.34375
ep 48 - rl : 32.116310119628906 ;racc : 0.5 ;l: 21.754776000976562 ; acc : 0.5625 ; vl : 107.42498779296875 ; vacc : 0.28125
ep 49 - rl : 36.888084411621094 ;racc : 0.5 ;l: 32.116310119628906 ; acc : 0.5 ; vl : 56.58210754394531 ; vacc : 0.15625
ep 50 - rl : 19.456632614135742 ;racc : 0.90625 ;l: 36.88808822631836 ; acc : 0.5 ; vl : 37.31883239746094 ; vacc : 0.125
ep 51 - rl : 10.253783226013184 ;racc : 0.90625 ;l: 19.456632614135742 ; acc : 0.90625 ; vl : 38.02790451049805 ; vacc : 0.21875
ep 52 - rl : 1.679821252822876 ;racc : 0.9375 ;l: 10.2537841796875 ; acc : 0.90625 ; vl : 25.897151947021484 ; vacc : 0.15625
ep 53 - rl : 4.645091848942684e-06 ;racc : 1.0 ;l: 1.6798211336135864 ; acc : 0.9375 ; vl : 30.62511444091797 ; vacc : 0.1875
ep 54 - rl : 4.62646812593448e-06 ;racc : 1.0 ;l: 4.645091848942684e-06 ; acc : 1.0 ; vl : 30.623788833618164 ; vacc : 0.1875
ep 55 - rl : 4.6078444029262755e-06 ;racc : 1.0 ;l: 4.62646812593448e-06 ; acc : 1.0 ; vl : 30.62244415283203 ; vacc : 0.1875
ep 56 - rl : 4.589220679918071e-06 ;racc : 1.0 ;l: 4.6078444029262755e-06 ; acc : 1.0 ; vl : 30.621009826660156 ; vacc : 0.1875
ep 57 - rl : 4.566872121358756e-06 ;racc : 1.0 ;l: 4.589220679918071e-06 ; acc : 1.0 ; vl : 30.619564056396484 ; vacc : 0.1875
ep 58 - rl : 4.544523562799441e-06 ;racc : 1.0 ;l: 4.566872121358756e-06 ; acc : 1.0 ; vl : 30.61798858642578 ; vacc : 0.1875
ep 59 - rl : 4.522175004240125e-06 ;racc : 1.0 ;l: 4.544523562799441e-06 ; acc : 1.0 ; vl : 30.616390228271484 ; vacc : 0.1875
ep 60 - rl : 4.49982644568081e-06 ;racc : 1.0 ;l: 4.522175004240125e-06 ; acc : 1.0 ; vl : 30.614704132080078 ; vacc : 0.1875
ep 61 - rl : 4.473753506317735e-06 ;racc : 1.0 ;l: 4.49982644568081e-06 ; acc : 1.0 ; vl : 30.612930297851562 ; vacc : 0.1875
ep 62 - rl : 4.447680112207308e-06 ;racc : 1.0 ;l: 4.473753506317735e-06 ; acc : 1.0 ; vl : 30.61098861694336 ; vacc : 0.1875
ep 63 - rl : 4.417881882545771e-06 ;racc : 1.0 ;l: 4.447680112207308e-06 ; acc : 1.0 ; vl : 30.60901641845703 ; vacc : 0.1875
