=====linear_1()=====
ep 1 - rl : 300.671630859375 ;racc : 0.4375 ;l: 1.4344696998596191 ; acc : 0.25 ; vl : 395.373291015625 ; vacc : 0.28125
ep 15 - rl : 21.159488677978516 ;racc : 0.71875 ;l: 68.29110717773438 ; acc : 0.3125 ; vl : 36.69346618652344 ; vacc : 0.25
ep 16 - rl : 20.88875961303711 ;racc : 0.5 ;l: 21.159488677978516 ; acc : 0.71875 ; vl : 41.171539306640625 ; vacc : 0.28125
ep 17 - rl : 38.971885681152344 ;racc : 0.65625 ;l: 20.888761520385742 ; acc : 0.5 ; vl : 69.8551025390625 ; vacc : 0.21875
ep 18 - rl : 5.015892505645752 ;racc : 0.6875 ;l: 38.971885681152344 ; acc : 0.65625 ; vl : 41.83279037475586 ; vacc : 0.28125
ep 19 - rl : 52.247032165527344 ;racc : 0.40625 ;l: 5.015892505645752 ; acc : 0.6875 ; vl : 63.73591995239258 ; vacc : 0.375
ep 20 - rl : 40.14192199707031 ;racc : 0.75 ;l: 52.247032165527344 ; acc : 0.40625 ; vl : 93.95365905761719 ; vacc : 0.25
ep 21 - rl : 30.606679916381836 ;racc : 0.34375 ;l: 40.14192199707031 ; acc : 0.75 ; vl : 60.677364349365234 ; vacc : 0.21875
ep 22 - rl : 63.57015609741211 ;racc : 0.4375 ;l: 30.606678009033203 ; acc : 0.34375 ; vl : 109.23155212402344 ; vacc : 0.28125
ep 23 - rl : 89.12956237792969 ;racc : 0.25 ;l: 63.57015609741211 ; acc : 0.4375 ; vl : 97.43769836425781 ; vacc : 0.40625
ep 24 - rl : 40.01759719848633 ;racc : 0.5625 ;l: 89.12956237792969 ; acc : 0.25 ; vl : 92.8740234375 ; vacc : 0.3125
ep 25 - rl : 26.847593307495117 ;racc : 0.53125 ;l: 40.017601013183594 ; acc : 0.5625 ; vl : 84.54326629638672 ; vacc : 0.21875
ep 26 - rl : 21.47293472290039 ;racc : 0.5 ;l: 26.847593307495117 ; acc : 0.53125 ; vl : 36.74749755859375 ; vacc : 0.375
ep 27 - rl : 49.41377639770508 ;racc : 0.4375 ;l: 21.47293472290039 ; acc : 0.5 ; vl : 119.427001953125 ; vacc : 0.28125
ep 28 - rl : 38.17424774169922 ;racc : 0.4375 ;l: 49.413780212402344 ; acc : 0.4375 ; vl : 55.365379333496094 ; vacc : 0.09375
ep 29 - rl : 18.976181030273438 ;racc : 0.8125 ;l: 38.17424774169922 ; acc : 0.4375 ; vl : 39.7943115234375 ; vacc : 0.28125
ep 30 - rl : 17.257827758789062 ;racc : 0.5625 ;l: 18.976181030273438 ; acc : 0.8125 ; vl : 32.431556701660156 ; vacc : 0.375
ep 31 - rl : 48.914695739746094 ;racc : 0.46875 ;l: 17.257829666137695 ; acc : 0.5625 ; vl : 117.81548309326172 ; vacc : 0.28125
ep 32 - rl : 51.299285888671875 ;racc : 0.28125 ;l: 48.914695739746094 ; acc : 0.46875 ; vl : 77.7750244140625 ; vacc : 0.28125
ep 33 - rl : 36.37671661376953 ;racc : 0.71875 ;l: 51.299285888671875 ; acc : 0.28125 ; vl : 82.62498474121094 ; vacc : 0.15625
ep 34 - rl : 14.77938461303711 ;racc : 0.65625 ;l: 36.3767204284668 ; acc : 0.71875 ; vl : 66.6260986328125 ; vacc : 0.15625
ep 35 - rl : 11.3208589553833 ;racc : 0.71875 ;l: 14.77938461303711 ; acc : 0.65625 ; vl : 36.933074951171875 ; vacc : 0.34375
ep 36 - rl : 28.696308135986328 ;racc : 0.59375 ;l: 11.320858001708984 ; acc : 0.71875 ; vl : 93.93067932128906 ; vacc : 0.28125
ep 37 - rl : 20.187692642211914 ;racc : 0.5625 ;l: 28.696306228637695 ; acc : 0.59375 ; vl : 41.56511688232422 ; vacc : 0.375
ep 38 - rl : 33.82149887084961 ;racc : 0.5 ;l: 20.187692642211914 ; acc : 0.5625 ; vl : 110.4229736328125 ; vacc : 0.28125
ep 39 - rl : 29.87701416015625 ;racc : 0.53125 ;l: 33.821495056152344 ; acc : 0.5 ; vl : 50.56201171875 ; vacc : 0.15625
ep 40 - rl : 15.231956481933594 ;racc : 0.78125 ;l: 29.877016067504883 ; acc : 0.53125 ; vl : 53.49981689453125 ; vacc : 0.21875
ep 41 - rl : 12.508766174316406 ;racc : 0.59375 ;l: 15.231956481933594 ; acc : 0.78125 ; vl : 38.31975173950195 ; vacc : 0.4375
ep 42 - rl : 40.85968017578125 ;racc : 0.59375 ;l: 12.508766174316406 ; acc : 0.59375 ; vl : 121.67220306396484 ; vacc : 0.28125
ep 43 - rl : 14.981786727905273 ;racc : 0.5625 ;l: 40.859676361083984 ; acc : 0.59375 ; vl : 52.4184455871582 ; vacc : 0.25
ep 44 - rl : 22.461240768432617 ;racc : 0.65625 ;l: 14.981786727905273 ; acc : 0.5625 ; vl : 78.13390350341797 ; vacc : 0.21875
ep 45 - rl : 3.8743162155151367 ;racc : 0.8125 ;l: 22.46124267578125 ; acc : 0.65625 ; vl : 31.175155639648438 ; vacc : 0.28125
ep 46 - rl : 5.473056793212891 ;racc : 0.71875 ;l: 3.874316453933716 ; acc : 0.8125 ; vl : 65.9198226928711 ; vacc : 0.28125
ep 47 - rl : 23.751632690429688 ;racc : 0.53125 ;l: 5.473056793212891 ; acc : 0.71875 ; vl : 55.76618576049805 ; vacc : 0.375
ep 48 - rl : 42.76926803588867 ;racc : 0.59375 ;l: 23.751632690429688 ; acc : 0.53125 ; vl : 133.30604553222656 ; vacc : 0.28125
ep 49 - rl : 29.40545082092285 ;racc : 0.375 ;l: 42.769264221191406 ; acc : 0.59375 ; vl : 77.77168273925781 ; vacc : 0.25
ep 50 - rl : 41.3912467956543 ;racc : 0.625 ;l: 29.405452728271484 ; acc : 0.375 ; vl : 101.3003158569336 ; vacc : 0.21875
ep 51 - rl : 10.902978897094727 ;racc : 0.59375 ;l: 41.39125061035156 ; acc : 0.625 ; vl : 50.711822509765625 ; vacc : 0.375
ep 52 - rl : 36.887359619140625 ;racc : 0.5625 ;l: 10.902978897094727 ; acc : 0.59375 ; vl : 128.1056365966797 ; vacc : 0.28125
ep 53 - rl : 22.237945556640625 ;racc : 0.4375 ;l: 36.887359619140625 ; acc : 0.5625 ; vl : 64.57008361816406 ; vacc : 0.1875
ep 54 - rl : 20.677364349365234 ;racc : 0.78125 ;l: 22.237945556640625 ; acc : 0.4375 ; vl : 68.70176696777344 ; vacc : 0.21875
ep 55 - rl : 9.539338111877441 ;racc : 0.75 ;l: 20.677364349365234 ; acc : 0.78125 ; vl : 36.01551818847656 ; vacc : 0.3125
ep 56 - rl : 6.927706718444824 ;racc : 0.71875 ;l: 9.539338111877441 ; acc : 0.75 ; vl : 75.32316589355469 ; vacc : 0.28125
ep 57 - rl : 10.957136154174805 ;racc : 0.65625 ;l: 6.927706718444824 ; acc : 0.71875 ; vl : 44.67824935913086 ; vacc : 0.375
ep 58 - rl : 25.50517463684082 ;racc : 0.65625 ;l: 10.957136154174805 ; acc : 0.65625 ; vl : 110.81114196777344 ; vacc : 0.28125
ep 59 - rl : 5.340270042419434 ;racc : 0.78125 ;l: 25.50517463684082 ; acc : 0.65625 ; vl : 40.173927307128906 ; vacc : 0.28125
ep 60 - rl : 2.8849329948425293 ;racc : 0.84375 ;l: 5.340270042419434 ; acc : 0.78125 ; vl : 64.024658203125 ; vacc : 0.21875
ep 61 - rl : 0.28649789094924927 ;racc : 0.96875 ;l: 2.8849329948425293 ; acc : 0.84375 ; vl : 32.190982818603516 ; vacc : 0.21875
ep 62 - rl : 0.0 ;racc : 1.0 ;l: 0.28649789094924927 ; acc : 0.96875 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 63 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 64 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 65 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 66 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 67 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 68 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 69 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 70 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 71 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 72 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 73 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 74 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 75 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 76 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 77 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 78 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 79 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 80 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 81 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 82 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 83 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 84 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 85 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 86 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 87 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 88 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 89 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 90 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 91 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 92 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 93 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 94 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 95 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 96 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 97 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 98 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 99 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
ep 100 - rl : 0.0 ;racc : 1.0 ;l: 0.0 ; acc : 1.0 ; vl : 33.21192169189453 ; vacc : 0.1875
